Days_since_last_order,Frequence_achat,Panier_moyen
209,1,76.33
209,1,31.1
209,1,36.88
209,1,354.81
209,1,27.29
209,1,152.88
209,1,213.73
209,1,494.87
209,1,50.13
209,1,125.97
209,1,73.27
209,1,24.22
209,1,226.69
209,1,274.71
209,1,203.9
210,1,159.9
210,1,67.16
210,1,97.85
210,1,105.66000000000001
210,1,330.06
210,1,190.34
210,1,102.17
210,1,212.64
210,1,617.79
210,1,157.32
210,1,187.15
210,1,102.055
210,1,232.97
210,2,442.6281818181818
210,1,58.83
210,1,18.67
210,1,22.38
210,1,135.22
210,1,62.85
210,1,35.77
210,1,99.43
210,1,209.88
210,2,78.38499999999999
210,1,144.22
210,1,961.49
210,3,123.10999999999999
210,1,185.88
210,1,77.08
210,1,68.31
210,1,176.09
210,1,213.35
210,1,73.4
210,1,47.84
210,2,42.9
210,1,138.72
210,1,224.80000000000004
210,1,118.17
210,1,48.13
210,1,40.72
210,1,48.22
210,1,57.29
210,1,76.39
210,1,74.56
210,1,183.89
210,1,30.13
210,1,196.89
210,1,464.98
210,1,176.09
210,1,209.96
210,1,216.0
210,1,88.75
210,1,377.07
210,1,152.78
210,1,76.33
210,1,87.83
210,1,49.79
210,1,107.5
210,1,23.72
210,1,207.4
210,1,150.83
210,1,148.68
210,1,1327.72
210,1,104.28
210,1,175.08
210,1,67.83
210,1,122.21
210,1,121.7
210,1,16.38
210,1,115.58
210,1,138.91
210,1,118.3
210,1,161.84
210,1,55.22
210,1,117.57
210,1,33.28
210,1,113.11
210,1,321.34
210,1,32.38
210,1,68.88
210,1,152.88
210,1,33.54
210,1,379.0
210,1,219.27
210,1,141.92
210,1,1528.03
210,1,104.75
210,1,233.44
210,1,51.98
210,1,67.93
210,1,134.32
210,1,51.76
210,1,52.22
210,1,108.07
210,1,137.27
210,1,58.22
210,1,111.69
210,1,51.72
210,1,294.8
210,1,76.19
210,1,153.41
210,1,215.5
210,1,122.57
210,1,189.0
210,1,48.22
210,1,50.44
210,1,32.37
210,3,77.785
210,1,58.19
210,1,1322.69
210,1,178.9
210,1,60.22
210,1,75.27
210,1,94.52
210,1,32.39
210,1,108.2
210,1,227.68
210,1,214.0
210,1,116.97
210,1,113.8
210,1,209.01
210,1,43.22
210,1,86.75
210,2,108.695
210,1,223.99
210,1,145.99
210,1,187.06
210,1,127.64
210,1,20.27
210,1,84.48
210,1,148.71
210,1,255.07
210,1,111.87
210,1,138.96
210,1,155.85
210,1,258.23
210,1,51.38
210,1,37.06
210,1,176.09
210,1,112.1
210,1,53.78
210,1,73.26
210,1,22.69
210,1,38.72
210,1,83.57
210,1,71.25
210,1,404.22
210,1,47.29
210,1,141.74
210,1,162.41
210,1,46.22
210,1,178.47
210,1,76.33
210,1,547.58
210,1,192.44
210,1,181.24
210,1,125.77
210,1,56.96
210,1,70.75
210,1,239.91
210,1,168.83
210,1,88.45
210,1,157.66
210,1,121.64
210,1,75.89
210,1,67.76
210,1,281.43
210,1,33.28
210,1,96.26
210,1,33.42
210,1,47.38
210,1,160.84
210,1,73.27
210,1,114.73
210,1,302.95
210,1,377.32
210,2,163.88111111111112
210,1,92.1
210,2,74.85000000000001
210,1,146.49
210,1,168.92
210,1,161.86
210,1,206.69
210,1,29.69
210,1,204.78
210,1,55.64
210,1,40.38
210,1,84.58
210,1,59.82
210,1,108.51
210,1,220.02
210,1,210.9
210,1,204.24
210,1,101.03
210,1,106.54
210,1,59.14
210,1,50.29
210,1,88.27
210,1,324.08
210,1,78.2
210,1,137.45
210,1,38.35
210,1,143.9
210,1,183.3
210,1,146.54
210,1,206.87
210,1,92.5
210,1,69.22
210,1,43.28
210,1,134.19
210,1,223.89
210,1,117.22
210,1,135.22
210,1,98.14
210,1,89.96
210,1,78.28
210,1,34.13
211,1,247.38
211,1,108.07
211,2,86.115
211,1,64.34
211,1,126.51
211,1,124.5
211,1,86.705
211,1,166.05
211,1,20.13
211,1,128.27
211,1,29.05
211,1,74.3
211,1,46.29
211,1,436.49
211,1,116.57
211,1,175.98
211,1,65.23
211,2,125.14
211,2,227.7
211,1,637.94
211,1,347.52
211,1,45.22
211,1,120.64
211,1,142.78
211,1,107.31
211,1,164.58
211,1,155.85
211,1,234.0
211,1,212.98
211,1,128.31
211,1,438.48
211,1,263.02
211,1,20.26
211,1,182.51
211,1,114.57
211,1,253.18
211,1,107.1
211,1,376.36
211,1,65.22
211,2,158.53
211,1,65.92
211,1,74.4
211,1,127.52
211,1,163.69
211,1,37.23
211,1,43.38
211,1,73.74
211,1,404.22
211,1,92.5
211,1,143.99
211,1,121.68
211,1,104.08
211,1,206.2
211,1,239.65
211,1,88.31
211,2,91.17500000000001
211,1,147.98
211,1,193.59
211,1,159.75
211,1,152.82
211,1,375.0
211,1,132.59
211,1,48.69
211,1,75.29
211,1,52.39
211,1,395.05
211,1,130.66
211,1,1528.03
211,1,347.19
211,2,49.79
211,1,67.83
211,1,109.74
211,1,37.23
211,1,209.38
211,2,64.57499999999999
211,1,286.78
211,1,42.13
211,1,162.66
211,1,104.5
211,1,152.99
211,1,24.38
211,1,19.21
211,1,162.03
211,1,204.11
211,1,66.39
211,1,320.95
211,1,175.98
211,1,67.16
211,1,364.89
211,1,87.75
211,1,271.29
211,1,101.05
211,2,249.675
211,1,75.46
211,1,91.21
211,1,211.78
211,1,27.48
211,1,350.19
211,1,395.45
211,1,151.46
211,1,148.72
211,1,52.39
211,1,340.07
211,1,142.54
211,1,82.92
211,1,94.85
211,1,420.07
211,1,264.47
211,1,123.14
211,1,52.92
211,1,82.39
211,1,62.05
211,1,132.83
211,1,46.13
211,1,201.15
211,1,150.83
211,1,151.96
211,1,68.27
211,1,36.28
211,1,50.13
211,1,46.31
211,1,235.48
211,1,223.26
211,1,138.71
211,1,114.64
211,1,117.96
211,1,121.1
211,2,144.3
211,1,473.21
211,1,1925.77
211,1,102.87
211,1,74.1
211,1,607.98
211,1,113.55
211,1,473.36
211,1,78.2
211,1,129.49
211,1,80.84
211,2,376.87
211,1,65.13
211,1,136.19
211,1,35.77
211,1,321.51
211,1,52.98
211,1,616.54
211,1,64.22
211,1,97.48
211,1,75.05
211,1,111.13
211,2,102.13
211,1,138.71
211,1,900.3
211,1,209.11
211,1,31.13
211,1,151.97
211,1,22.7
211,1,133.18
211,1,56.39
211,1,61.69
211,1,25.38
211,2,61.625
211,1,87.32
211,1,58.35
211,1,117.96000000000001
211,1,149.5
211,1,128.35
211,1,66.38
211,1,52.71
211,1,307.9
211,1,33.37
211,1,138.73
211,1,94.52
211,1,189.04
211,1,109.62
211,1,31.69
211,1,762.61
211,1,37.45
211,1,129.79
211,1,124.13
211,1,22.36
211,1,221.29
211,1,28.13
211,1,47.39
211,1,149.36
211,1,31.29
212,1,175.08
212,1,533.49
212,1,108.2
212,1,141.74
212,1,109.5
212,1,151.4
212,1,144.68
212,1,355.33
212,1,223.88
212,1,1416.41
212,1,109.65
212,1,46.14
212,1,678.45
212,1,142.3
212,1,264.34
212,1,185.85
212,1,21.78
212,1,415.29
212,1,116.67
212,1,50.13
212,1,312.95
212,1,117.26
212,1,147.78
212,1,270.55
212,1,229.98
212,1,554.0
212,1,235.59
212,1,62.23
212,1,207.24
212,1,111.13
212,1,41.69
212,1,46.22
212,1,185.76
212,1,44.63
212,1,223.88
212,1,366.51
212,1,244.38
212,1,35.76
212,1,162.66
212,1,113.86
212,1,102.64
212,1,266.62
212,1,43.22
212,1,61.14
212,1,105.12
212,1,141.74
212,1,792.06
212,1,94.52
212,1,158.58
212,1,94.5
212,1,198.26
212,1,841.28
212,1,111.93
212,1,280.98
212,1,242.13
212,1,62.06
212,1,105.54
212,1,97.35
212,1,86.76
212,1,600.13
212,1,123.18
212,1,268.64
212,1,76.33
212,1,35.05
212,1,52.75
212,1,236.36
212,1,1437.64
212,1,223.88
212,1,30.38
212,1,134.13
212,1,372.49
212,1,105.38
212,1,118.25
212,1,277.79
212,1,927.87
212,1,2183.6
212,1,305.34
212,1,63.22
212,2,108.35333333333334
212,1,58.16
212,1,157.81
212,1,227.27
212,1,46.39
212,1,72.33
212,1,106.49
212,1,68.19
212,1,30.22
212,1,141.03
212,1,56.39
212,1,92.5
212,1,41.48
212,1,32.23
212,1,83.56
212,1,221.59
212,1,241.71
212,1,661.1
212,1,183.74
212,1,33.27
212,1,106.33
212,1,67.16
212,1,77.81
212,1,180.59
212,1,121.39
212,1,106.49
212,1,93.06
212,1,191.51
212,1,57.7
212,1,218.47
212,1,38.28
212,1,32.29
212,1,76.33
212,1,62.61
212,1,35.13
212,1,187.16
212,1,159.7
212,1,112.62
212,1,556.12
212,1,168.58
212,1,116.57
212,1,72.92
212,1,28.89
212,1,158.42
212,1,89.36
212,1,186.13
212,1,142.66
212,1,229.2
212,1,167.6
212,1,92.5
212,1,83.33
212,1,113.05
212,1,60.46
212,1,128.62
212,1,80.56
212,1,26.29
212,1,57.69
212,1,208.2
212,1,68.75
212,1,53.32
213,1,303.22
213,1,195.24
213,1,478.69
213,1,175.09
213,1,56.9
213,1,66.23
213,1,59.71
213,1,138.75
213,1,82.9
213,1,307.18
213,1,748.89
213,1,61.23
213,1,183.31
213,1,63.23
213,1,47.38
213,1,113.31
213,1,150.11
213,1,43.23
213,1,114.45
213,1,67.02
213,1,42.55
213,1,31.69
213,1,126.65
213,1,97.26
213,1,233.8
213,7,177.20333333333335
213,1,139.71
213,1,485.34
213,1,508.17
213,1,155.01
213,2,99.59
213,1,33.13
213,1,215.15
213,1,34.13
213,1,169.82
213,1,30.23
213,1,71.85
213,1,408.97
213,1,120.47
213,1,196.14
213,1,162.04
213,1,32.96
213,1,74.36
213,1,100.96
213,1,112.5
213,1,77.8
213,1,101.24
213,1,202.56
213,1,158.76
213,1,58.34
213,1,67.83
213,1,88.37
213,1,486.69
213,1,102.85
213,1,102.86
213,1,184.08
213,1,109.5
213,1,48.22
213,1,20.38
213,1,36.29
213,1,146.03
213,1,50.22
213,1,56.88
213,1,70.04
213,1,62.69
213,1,63.71
213,1,49.23
213,1,99.21
213,1,63.88
213,1,22.29
213,1,115.55
213,1,166.98
213,1,199.24
213,1,518.37
213,2,156.34
213,1,363.24
213,1,204.31
213,1,435.65
213,1,38.28
213,1,47.05
213,1,97.76
213,1,40.72
213,1,90.99
213,1,46.13
213,1,660.38
213,1,89.36
213,1,96.43
213,1,300.28
213,1,102.53
213,1,38.37
213,1,126.67
213,1,738.62
213,1,103.14
213,1,85.41
213,1,44.13
213,1,117.96
213,1,610.68
213,1,253.82
213,1,35.13
213,1,115.03
213,1,97.76
213,1,107.29
213,1,137.7
213,1,141.74
213,1,124.66
213,1,128.31
213,1,369.0
213,1,214.9
213,1,128.26999999999998
213,1,139.74
213,1,194.37
213,1,133.89
213,1,152.83
213,1,240.6
213,1,237.58
213,1,64.34
213,1,197.14
213,1,585.95
213,1,101.46
213,1,3242.84
213,1,719.74
213,2,33.480000000000004
213,1,455.52
213,1,919.38
213,1,263.18
213,1,168.16
213,1,125.65
213,1,93.43
213,1,119.65
213,1,369.1
213,1,52.84
213,1,243.04
213,1,59.22
213,1,134.13
213,1,78.81
213,1,149.32
213,1,56.94
213,1,137.4
213,1,35.38
213,1,473.2
213,1,62.92
213,1,81.53
213,1,35.54
213,1,161.74
213,1,125.04
213,1,117.74
213,1,123.6
213,1,49.79
213,1,120.74
213,1,87.97
213,1,2607.09
213,1,85.41
213,1,96.46
213,1,147.78
213,1,128.66
213,1,179.86
213,1,58.06
213,1,863.75
213,1,205.64
213,1,36.96
213,1,285.98
213,1,167.67
213,1,121.9
213,1,57.43
213,1,32.38
213,1,48.28
213,1,870.11
213,1,153.78
213,1,57.73
213,1,124.73
213,1,31.21
213,1,337.42
213,2,767.45
213,1,75.29
213,1,28.23
213,1,127.84
213,1,189.0
213,1,91.98
213,1,831.37
214,1,303.46
214,1,96.43
214,1,154.12
214,1,44.22
214,1,62.74
214,1,92.5
214,1,357.91
214,1,80.9
214,1,514.69
214,1,117.51
214,1,71.25
214,1,451.88
214,1,87.64
214,1,33.88
214,1,114.36
214,1,203.9
214,1,26.77
214,2,231.51999999999998
214,1,124.02
214,1,227.26
214,1,139.22
214,1,141.74
214,1,64.225
214,1,94.55
214,1,233.93
214,1,92.44
214,1,287.56
214,1,61.14
214,1,436.49
214,1,249.18
214,1,134.32
214,1,67.22
214,1,109.95
214,1,53.78
214,1,138.7
214,1,44.23
214,2,50.28
214,1,70.46
214,1,236.36
214,1,26.37
214,1,206.22
214,1,54.32
214,1,36.96
214,1,827.1
214,1,389.16
214,1,86.58
214,1,94.65
214,1,220.64
214,1,214.0
214,1,76.29
214,1,219.36
214,1,52.05
214,1,4445.5
214,1,202.55
214,1,112.17
214,1,2787.87
214,1,206.69
214,1,268.2
214,1,90.27
214,1,32.79
214,1,569.82
214,3,131.02666666666667
214,1,90.24
214,1,123.18
214,1,137.31
214,1,91.92
214,1,109.82
214,1,39.16
214,1,27.36
214,1,139.52
214,1,12.39
214,1,236.36
214,1,342.17
214,1,43.88
214,1,903.81
214,1,45.39
214,1,115.6
214,1,155.77
214,1,84.44
214,1,380.2
214,1,34.39
214,1,22.78
214,1,151.33
214,1,197.26
214,1,77.31
214,1,153.39
214,1,103.04
214,1,68.93
214,1,246.49
214,1,47.29
214,1,109.89
214,1,61.79
214,1,201.74
214,2,138.725
214,1,118.28
214,1,30.83
214,1,28.18
214,1,56.22
214,1,157.72
214,1,472.72
214,1,71.78
214,1,45.38
214,1,78.38
214,1,42.94
214,1,125.63
214,1,137.23
214,1,110.53
214,1,76.15
214,1,94.5
214,1,241.45
214,1,108.51
214,1,85.41
214,1,53.61
214,1,243.11
214,1,37.06
214,1,33.78
214,1,66.38
214,1,40.13
214,1,128.78
214,1,175.9
214,1,55.79
214,1,639.34
214,1,128.88
214,1,220.81
214,1,219.18
214,1,27.29
214,1,173.46
214,1,148.69
214,1,144.96
214,1,387.7
215,1,69.22
215,1,83.32
215,1,44.03
215,1,382.14
215,1,415.24
215,1,138.74
215,1,103.42
215,1,146.54
215,1,90.62
215,1,115.72
215,1,461.8
215,1,77.03
215,1,78.84
215,1,108.46
215,1,37.94
215,1,164.16
215,1,194.79
215,1,402.49
215,1,490.79
215,1,188.36
215,1,54.32
215,1,151.61
215,1,63.22
215,1,137.93
215,1,92.5
215,1,173.88
215,1,144.21
215,1,43.38
215,1,239.78
215,1,123.84
215,1,46.76
215,1,48.77
215,1,175.08
215,1,109.6
215,1,347.06
215,1,67.87
215,1,109.5
215,1,270.72
215,1,152.32
215,1,82.55
215,1,100.71
215,1,48.21
215,1,195.91
215,1,178.2
215,1,48.22
215,1,144.58
215,1,63.86
215,1,87.41
215,1,92.46
215,1,236.36
215,2,999.84
215,1,58.78
215,1,192.19
215,1,72.34
215,1,116.26
215,1,162.04
215,1,53.29
215,1,22.38
215,1,59.22
215,1,28.79
215,1,264.59
215,1,150.47
215,1,72.33
215,1,96.88
215,1,202.15
215,1,44.23
215,1,53.61
215,1,83.82
215,1,240.82
215,1,58.22
215,2,138.55800000000002
215,1,329.97
215,2,120.46
215,1,72.83
215,1,74.48
215,1,26.38
215,1,124.82
215,1,55.95
215,1,283.57
215,1,62.75
215,1,65.13
215,1,109.39
215,1,137.23
215,1,205.99
215,1,152.87
215,1,117.07
215,1,328.64
215,1,303.99
215,1,240.44
215,1,172.35
215,1,123.53
215,1,121.76
215,1,274.71
215,2,121.03
215,1,167.86
215,1,173.38
215,1,211.93
215,1,172.45
215,1,71.26
215,1,1458.51
215,2,107.47
215,1,120.09
215,1,41.69
215,1,103.19
215,1,208.2
215,1,170.74
215,1,54.980000000000004
215,1,43.7
215,1,167.75
215,1,176.09
215,1,21.38
215,1,357.9
215,1,77.27
215,1,123.18
215,1,183.78
215,1,154.87
215,1,77.68
215,1,44.36
215,1,32.99
215,1,36.22
215,1,79.52
215,1,77.99
215,1,139.7
215,1,98.85
215,1,52.61
215,1,29.61
215,1,65.2
215,1,47.28
215,1,160.49
215,1,99.46
215,1,31.66
215,1,227.83
215,1,121.39
215,1,104.43
215,1,460.61
216,1,207.87
216,1,48.61
216,1,264.72
216,1,56.79
216,1,141.74
216,1,302.27
216,1,503.28
216,1,411.16
216,1,195.13
216,1,167.88
216,1,77.34
216,1,77.27
216,1,334.62
216,1,103.89
216,1,71.36
216,1,283.0
216,1,41.22
216,1,108.11
216,1,45.43
216,1,317.4
216,1,61.23
216,1,92.5
216,1,58.05
216,1,106.57
216,1,134.13
216,1,369.32
216,1,210.17999999999998
216,1,108.3
216,1,48.28
216,1,91.09
216,1,186.65
216,1,18.43
216,1,47.03
216,1,35.22
216,1,80.33
216,1,128.97
216,1,37.38
216,1,519.37
216,1,189.17
216,1,2828.42
216,1,239.72
216,1,179.85000000000002
216,1,20.19
216,2,138.285
216,1,141.74
216,1,114.52
216,1,136.62
216,1,177.39
216,1,74.47
216,1,156.68
216,1,226.22
216,1,40.13
216,1,101.13
216,1,86.14
216,1,616.54
216,1,47.04
216,1,161.68
216,1,45.13
216,1,183.58
216,1,113.63
216,1,166.44
216,1,42.79
216,1,1301.01
216,1,23.88
216,1,247.25
216,1,44.77
216,2,33.72
216,1,30.56
216,1,205.9
216,1,262.24
216,1,421.39
216,1,152.58
216,1,22.38
216,1,47.13
216,1,98.34
216,1,313.99
216,1,272.39
216,1,69.22
216,1,211.91
216,2,110.05333333333334
216,1,35.13
216,2,60.47
216,1,355.32
216,1,883.29
216,2,114.11
216,1,53.54
216,1,50.95
216,1,183.85
216,1,141.65
216,1,97.43
216,1,131.36
216,1,139.36
216,1,28.56
216,1,217.85
216,1,197.51
216,1,131.37
216,1,245.48
216,1,108.2
216,1,20.75
216,1,43.230000000000004
216,1,144.58
216,1,217.09
216,1,325.01
216,1,309.35
216,1,57.83
216,1,218.48
216,1,545.6
216,2,171.78500000000003
216,1,148.19
216,1,322.8
216,1,67.15
216,1,117.36
216,1,73.25
216,1,78.58
216,1,65.81
216,1,58.87
216,1,58.78
216,1,40.16
216,1,165.05
216,1,116.9
216,1,1038.9
216,1,218.66
216,1,227.38
216,1,962.41
216,1,58.16
216,1,34.13
216,1,76.3
216,1,127.69
216,1,518.59
216,1,85.41
216,1,88.07
216,1,137.72
216,1,83.33
216,1,232.17
216,1,229.42
216,1,87.92
216,1,164.94
216,1,38.39
216,1,123.18
216,1,76.87
216,1,168.6
216,1,137.8
216,1,32.38
216,1,51.69
216,1,216.6
216,1,67.93
216,1,1330.88
217,1,863.75
217,1,77.23
217,1,122.46
217,1,292.15
217,1,454.76
217,1,432.34
217,1,36.95
217,1,134.79
217,1,183.6
217,1,118.48
217,1,46.52
217,1,468.69
217,1,903.04
217,1,117.63
217,2,137.1
217,1,112.62
217,1,35.18
217,1,204.16
217,1,203.49
217,1,108.51
217,1,58.13
217,1,178.88
217,1,31.21
217,1,108.44
217,1,293.76
217,1,71.26
217,1,118.6
217,1,87.36
217,1,165.56
217,1,173.77
217,1,71.64
217,1,162.97
217,1,722.95
217,1,58.13
217,3,530.99
217,1,37.77
217,1,37.77
217,1,149.78
217,1,138.8
217,1,424.11
217,1,33.78
217,1,328.17
217,2,134.935
217,1,129.09
217,1,309.63
217,1,75.2
217,1,399.49
217,1,45.05
217,1,93.82
217,1,611.81
217,1,37.61
217,1,817.03
217,1,198.13
217,1,212.83
217,1,94.14
217,1,180.93
217,1,89.46
217,1,40.22
217,1,792.06
217,1,33.22
217,1,163.49
217,1,905.93
217,1,44.34
217,1,73.74
217,1,73.18
217,1,1036.74
217,6,130.71636363636364
217,1,56.88
217,1,27.29
217,1,2075.48
217,1,67.05
217,1,44.13
217,1,92.46
217,1,68.13
217,1,148.54
217,1,412.76
217,1,63.13
217,1,91.99
217,1,36.01
217,1,69.22
217,1,358.03
217,1,83.35
217,1,66.75
217,1,82.31
217,1,80.35
217,1,32.16
217,1,247.68
217,1,148.7
217,1,53.99
217,1,83.35
217,1,56.79
217,1,124.5
217,1,123.56
217,1,58.78
217,2,81.93333333333332
217,1,221.16
217,1,83.75
217,1,305.0
217,2,82.72
217,1,134.13
217,1,157.26
217,1,77.29
217,1,58.44
217,1,522.74
217,1,68.13
217,1,371.35
217,1,232.45
217,1,177.98
217,1,50.87
217,1,154.81
217,1,807.2
217,2,62.565000000000005
217,1,37.69
217,1,180.55
217,1,1125.58
217,1,249.08
217,1,37.47
217,1,47.13
217,1,112.62
217,1,133.62
217,1,152.88
217,1,83.16
217,1,73.27
217,1,89.36
217,1,719.74
217,1,169.94
217,1,152.88
217,1,296.64
217,1,298.98
217,1,81.42
217,1,59.459999999999994
217,1,166.99
217,1,213.74
217,1,162.04
217,1,42.14
217,1,148.87
217,1,208.4
217,1,94.31
217,1,117.63
217,1,33.13
217,1,73.44
218,1,122.02
218,1,124.58
218,1,27.29
218,1,77.34
218,1,21.04
218,1,497.07
218,1,84.54
218,1,106.5
218,1,38.18
218,1,108.15000000000002
218,1,212.25
218,1,116.63
218,1,45.13
218,1,203.83
218,1,242.84
218,1,27.19
218,1,24.29
218,1,56.26
218,1,214.27
218,1,98.52
218,1,41.96
218,1,73.96000000000001
218,1,124.92
218,1,208.25
218,1,123.79
218,1,174.42
218,1,114.85
218,1,77.42
218,1,1430.91
218,1,103.91
218,1,221.13
218,1,362.41
218,1,91.42
218,1,67.38
218,1,149.64999999999998
218,1,111.13
218,1,112.74
218,1,85.58
218,1,46.77
218,2,70.67
218,1,446.22
218,1,86.49
218,1,140.54
218,1,157.68
218,1,16.29
218,1,44.13
218,1,36.23
218,1,51.79
218,1,267.66
218,2,363.975
218,1,84.76
218,1,34.22
218,1,68.35
218,1,182.51
218,1,296.3
218,1,159.6
218,1,94.22
218,1,191.89
218,1,249.82
218,1,162.62
218,1,75.29
218,1,349.94
218,1,596.95
218,1,16.89
218,1,126.84
218,1,83.56
218,1,118.49
218,1,69.22
218,2,26.064999999999998
218,1,525.21
218,1,59.13
218,1,22.69
218,1,150.83
218,1,144.78
218,1,105.4
218,1,81.31
218,1,169.78
218,1,159.1
218,1,99.75
218,1,43.52
218,1,153.74
218,1,161.96
218,1,132.74
218,1,89.55
218,1,208.2
218,1,53.23
218,1,21.16
218,1,41.55
218,1,139.49
218,1,37.13
218,1,83.75
218,1,175.98
218,1,110.19
218,1,89.17
218,1,208.14
218,1,244.26
218,1,40.45
218,1,33.16
219,1,105.66000000000001
219,1,311.8
219,1,233.33
219,1,111.42
219,1,127.21
219,1,54.96
219,1,362.37
219,1,629.76
219,1,63.18
219,1,510.1
219,1,87.41
219,1,140.48
219,2,207.20499999999998
219,1,133.58
219,1,82.91
219,1,65.19
219,1,53.22
219,1,230.84
219,2,88.045
219,1,233.33
219,1,57.7
219,1,126.84
219,1,158.56
219,1,141.53
219,1,93.09
219,1,73.83
219,1,40.39
219,2,123.53
219,1,156.86
219,1,21.04
219,1,195.34
219,1,265.16
219,1,49.85
219,1,87.77
219,1,356.64
219,1,243.07
219,1,102.98
219,1,52.23
219,1,99.37
219,1,1023.87
219,1,398.62
219,1,118.55
219,2,292.9
219,2,271.4
219,1,35.38
219,1,69.9
219,1,89.66
219,1,363.99
219,1,143.49
219,1,92.9
219,1,67.38
219,1,238.48
219,1,117.85
219,1,154.92
219,1,223.36
219,1,50.82
219,1,32.29
219,1,173.46
219,1,69.9
219,1,529.95
219,2,152.41
219,1,340.27
219,1,67.83
219,1,177.22
219,1,22.69
219,1,151.89
219,1,69.9
219,1,59.67
219,1,82.83
219,1,162.21
219,1,36.43
219,1,891.86
219,1,162.04
219,1,412.43
219,1,37.18
219,1,369.79
219,1,154.28
219,1,113.55
219,1,68.94
219,1,297.87
219,1,111.26
219,1,49.29
219,1,250.89
219,1,48.79
219,1,363.07
219,1,88.87
219,2,168.16500000000002
219,1,121.68
219,1,77.47
219,1,166.72
219,1,39.34
219,1,64.21
219,1,89.91
219,1,68.04
219,1,134.5
219,1,94.9
219,1,63.29
219,1,137.4
219,1,128.25
220,1,173.76
220,1,16.29
220,1,89.65000000000002
220,1,89.08
220,1,28.58
220,1,32.0
220,1,38.13
220,1,63.34
220,1,139.8
220,1,230.95
220,1,165.28
220,1,203.89
220,1,46.23
220,1,60.91
220,1,364.95
220,1,71.25
220,1,142.21
220,1,35.06
220,1,79.44
220,1,75.94
220,1,89.55
220,3,110.37
220,1,119.25
220,1,40.66
220,1,83.87
220,1,381.28
220,1,54.69
220,1,53.63
220,1,75.9
220,2,64.11
220,1,16.29
220,1,51.79
220,1,176.81
220,1,2467.17
220,1,311.56
220,1,123.56
220,1,20.04
220,1,81.39
220,2,110.14
220,1,128.73
220,1,117.94
220,1,93.82
220,1,159.54
220,1,63.61
220,1,116.95
220,1,27.19
220,1,58.69
220,1,111.33
220,1,141.53
220,1,839.61
220,1,399.68
220,1,644.34
220,1,178.56
220,1,205.31
220,1,72.84
220,2,46.675
220,1,34.82
220,2,76.64
220,1,164.66
220,1,270.72
220,1,232.08
220,1,93.81
220,1,57.05
220,1,106.55
220,1,249.82
220,1,65.34
220,1,22.29
220,1,82.92
220,1,195.18
220,1,141.13
220,1,26.45
220,1,1995.69
220,1,55.22
220,2,99.39
220,1,107.47
220,1,1053.84
220,1,106.3
220,1,53.39
220,1,185.59
220,1,47.13
220,1,40.69
220,1,136.8
220,1,64.22
220,1,127.69
220,1,82.76
220,1,26.77
220,1,89.32
220,1,219.27
220,1,173.63
220,1,59.5
220,1,27.48
220,1,54.38
220,2,106.125
220,1,114.23
220,1,82.33
220,1,215.27
220,1,235.63
220,1,38.78
220,1,208.2
220,1,223.01
220,1,42.78
220,1,68.33
221,1,93.79
221,1,33.72
221,1,267.66
221,1,68.33
221,1,229.15
221,1,139.71
221,1,79.29
221,1,59.15
221,1,26.39
221,1,283.0
221,1,111.49
221,1,1733.7
221,1,99.92
221,1,58.22
221,1,138.25
221,1,52.39
221,1,34.13
221,1,83.84
221,1,23.29
221,1,54.72
221,1,283.0
221,1,149.71
221,1,58.71
221,1,513.22
221,1,203.68
221,1,39.34
221,1,121.64
221,1,161.27
221,1,47.23
221,1,283.79
221,1,57.96
221,1,57.7
221,1,111.28
221,1,48.34
221,1,176.05
221,1,77.34
221,1,42.77
221,1,277.5
221,1,39.13
221,1,415.32
221,1,40.87
221,1,511.76
221,1,40.13
221,1,248.57
221,1,27.689999999999998
221,1,222.82
221,1,99.37
221,1,98.03
221,1,35.77
221,1,176.97
221,1,132.1
221,1,104.62
221,1,83.75
221,1,97.18
221,1,54.76
221,1,60.23
221,1,515.94
221,1,89.36
221,1,101.33999999999999
221,1,199.24
221,1,90.3
221,1,31.89
221,1,1828.41
221,1,193.66
221,1,173.97
221,1,176.76
221,1,30.38
221,1,2133.69
221,1,48.13
221,1,975.92
221,2,37.375
221,1,161.46
221,1,69.9
221,1,119.0
221,1,70.67
221,1,49.32
221,1,149.86
221,1,69.16
221,1,125.67
221,1,91.69
221,2,47.78
221,1,126.88
221,3,51.153333333333336
221,1,34.13
221,1,137.38
221,1,139.2
221,1,13.39
221,1,67.07
221,1,97.03
221,1,34.03
221,1,618.28
221,1,335.31
221,1,84.16
221,1,157.81
221,1,102.7
221,1,111.76
221,1,1349.16
221,1,161.31
221,1,59.22
221,1,193.06
221,1,59.18
221,1,47.04
221,1,204.49
221,1,323.17
221,1,31.18
221,1,219.27
221,1,114.25
221,1,47.23
221,1,340.07
221,1,97.03
221,1,154.55
221,1,93.81
222,1,213.03
222,1,211.24
222,1,33.37
222,1,139.71
222,1,27.29
222,1,309.01
222,1,71.78
222,1,69.9
222,1,89.19
222,1,307.94
222,1,66.39
222,1,31.29
222,1,758.2599999999999
222,1,60.73
222,1,122.36
222,1,70.95
222,1,46.61
222,1,115.96
222,1,47.13
222,1,115.8
222,1,30.38
222,1,20.75
222,1,183.74
222,1,125.58
222,1,427.77
222,2,66.765
