Days_since_last_order,Frequence_achat,Panier_moyen
124,1,106.95
124,1,497.25
124,1,33.23
124,1,73.1
124,1,14.29
124,1,74.21
124,1,93.75
124,1,178.25
124,1,119.42
124,1,510.96
124,1,61.29
125,1,120.93
125,2,146.526
125,1,712.9
125,1,185.82
125,1,126.63
125,1,260.5
125,1,14.89
125,1,22.29
125,1,38.36
125,1,47.44
125,1,216.58
125,3,132.8725
125,1,37.37
125,1,66.03
125,1,189.32
125,1,37.26
125,1,19.39
125,1,160.12
125,1,98.04
125,1,65.53
125,1,38.37
125,1,188.13
125,1,26.38
125,1,87.79
125,1,27.29
125,2,32.230000000000004
125,1,128.99
125,1,259.81
125,1,66.67
125,1,22.38
125,1,75.46
125,1,82.14
125,1,111.62
125,1,67.58
125,1,22.29
125,1,161.97
125,1,58.36
125,1,21.89
125,1,49.45
126,1,44.28
126,1,39.46
126,1,27.46
126,1,37.46
126,1,31.18
126,1,73.17
126,1,192.28
126,1,45.91
126,1,45.32
126,1,180.99
126,1,87.62
126,2,76.56
126,1,33.34
126,1,109.21
126,1,58.85
126,1,61.27
126,1,138.97
126,1,56.599999999999994
126,1,93.86
126,1,47.44
126,1,71.01
126,1,71.18
126,1,78.03
126,1,369.54
126,1,26.29
126,1,59.0
126,1,107.92
126,1,175.41
126,1,89.9
126,1,35.42
126,1,55.6
126,1,53.48
126,1,301.8
126,1,71.08
126,1,118.81
126,1,69.33
126,1,28.2
126,1,107.09
126,1,41.52
126,1,41.5
126,1,27.6
126,1,20.27
126,1,37.46
126,1,545.51
126,1,23.29
126,1,106.93
126,1,209.32
126,2,108.01666666666667
126,1,100.86
126,1,68.43
126,3,29.423333333333332
126,1,32.43
126,1,61.36
126,1,57.1
126,1,51.2
126,1,33.33
126,1,46.52
126,1,98.26
126,1,67.18
126,1,384.79
126,1,103.83
126,1,34.33
126,1,207.6
126,1,53.37
126,1,94.66
126,1,59.38
127,1,48.31
127,1,110.33
127,1,95.26
127,1,165.14
127,1,50.45
127,1,26.38
127,1,16.36
127,1,67.58
127,1,22.39
127,1,26.38
127,1,28.22
127,1,35.24
127,1,43.41
127,1,137.16
127,1,319.89
127,2,279.6333333333334
127,1,308.35
127,1,94.66
127,1,81.37
127,1,51.6
127,1,104.34
127,1,37.37
127,1,239.16
127,1,96.68
127,1,66.57
127,1,87.88
127,2,188.89
127,1,201.82
127,1,16.38
127,1,234.84
127,1,172.14
127,1,158.97
127,1,33.71
127,1,120.53
127,1,139.41
127,1,130.56
127,1,86.15
127,1,137.63
127,1,98.33
127,1,22.29
127,1,52.76
127,1,94.63
127,1,35.36
127,1,182.06
127,1,33.71
127,1,82.75
127,1,236.46
127,1,57.99
127,1,1312.67
127,1,25.79
127,1,143.21
127,1,98.26
127,1,207.49
127,1,95.76
127,1,120.68
127,1,105.26
127,1,30.83
127,1,77.51
127,1,211.88
127,1,78.22
127,1,111.7
127,1,39.15
127,1,189.37
127,1,49.56
127,1,167.86
127,1,30.13
127,1,127.99
127,1,99.16
127,1,98.26
127,1,120.81
127,1,118.35
127,1,347.41
127,1,82.68
128,1,26.29
128,1,94.66
128,1,52.76
128,1,112.42
128,1,17.39
128,1,265.64
128,1,124.09
128,1,53.12
128,1,87.32
128,1,2328.4
128,2,72.235
128,1,144.21
128,1,32.33
128,1,494.1
128,1,115.81
128,1,36.13
128,1,42.07
128,1,48.21
128,1,129.49
128,1,30.13
128,1,45.3
128,1,1024.76
128,1,50.22
128,1,20.38
128,1,62.54
128,1,75.6
128,1,318.3
128,1,96.77
128,1,106.95
128,1,46.58
128,1,107.09
128,1,459.34
128,1,82.06
128,1,108.36
128,1,258.9
128,1,413.58
128,1,23.28
128,1,9.59
128,1,30.41
128,1,95.72
128,1,403.25
128,1,154.22
128,1,39.15
128,1,70.89
128,1,124.83
128,1,52.76
128,1,514.37
128,1,118.35
128,1,489.9
128,1,336.83
128,1,42.86
128,1,106.93
128,1,154.78
128,1,58.28
128,1,50.46
128,1,60.42
128,1,38.37
128,2,233.79
128,1,169.3
128,1,155.01
128,1,60.41
128,1,25.88
128,1,70.07
128,1,82.25
128,1,61.45
128,1,150.28
128,1,39.97
128,1,71.61
128,1,33.71
129,1,493.51
129,1,155.93
129,1,110.04
129,1,40.38
129,1,68.55
129,1,48.83
129,1,45.78
129,1,360.48
129,1,69.07
129,1,87.79
129,1,80.56
129,1,210.14
129,1,116.38
129,1,70.98
129,1,143.1
129,1,119.42
129,1,32.94
129,1,87.58
129,1,36.61
129,1,275.45
129,1,234.75
129,1,26.54
129,1,116.38
129,1,300.08
129,1,144.59
129,2,182.66
129,1,199.07
129,1,157.97
129,1,37.37
129,1,119.24
129,1,69.7
129,1,71.1
129,1,143.1
129,1,68.15
129,1,106.95
129,1,188.41
129,1,121.69
129,1,126.86
129,1,31.79
129,1,217.17999999999998
129,1,97.65
129,1,23.29
129,1,60.65
129,1,18.74
129,1,38.96
129,1,151.83
129,1,62.65
129,1,128.17
129,1,57.44
129,1,109.73
129,1,28.2
129,1,162.06
129,1,144.78
129,2,59.0
129,1,57.97
129,1,48.02
129,1,259.01
129,1,77.59
129,1,107.79
129,1,365.38
129,1,164.81
129,1,89.62
129,1,69.48
129,1,303.68
129,1,37.37
129,1,94.66
129,1,69.09
129,1,67.58
129,1,108.72
129,1,86.54
129,1,239.64
129,1,57.99
129,1,92.64
129,1,211.58
129,1,22.36
129,1,63.01
129,1,176.99
129,1,264.33
129,1,63.27
129,1,57.51
129,1,27.3
129,1,38.36
129,1,45.53
129,1,31.59
129,1,58.79
129,1,103.69
129,1,67.36
129,2,29.195
129,1,82.09
129,2,75.305
129,1,157.3
129,1,168.86
129,1,106.42
129,1,122.83
129,1,51.7
129,2,93.4175
130,1,83.0
130,1,107.82
130,1,87.58
130,1,336.05
130,1,355.05
130,1,16.29
130,1,115.23
130,1,314.66
130,1,113.1
130,1,68.05
130,1,69.06
130,1,560.77
130,1,119.79
130,1,87.81
130,1,34.58
130,1,113.76
130,1,168.14
130,1,243.51
130,1,126.9
130,1,188.89
130,1,127.08
130,1,92.21
130,1,60.38
130,2,94.805
130,1,118.98
130,1,95.78
130,1,36.19
130,1,48.34
130,1,150.92
130,1,70.59
130,1,88.49
130,1,74.89
130,1,42.97
130,1,18.7
130,1,78.12
130,1,109.33
130,1,108.44
130,1,74.51
130,1,49.53
130,1,72.15
130,1,226.06
130,1,131.94
130,1,164.28
130,1,73.98
130,1,197.49
130,1,131.76
130,2,75.5
130,1,129.35
130,2,93.28
130,1,226.23
130,1,154.25
130,1,55.18
130,1,113.66
130,1,122.97
130,1,622.86
130,1,40.48
130,1,197.95
130,1,28.2
130,1,88.71
130,1,161.79
130,1,126.9
130,1,66.68
130,1,147.0
130,1,37.47
130,1,751.17
130,1,38.23
130,1,164.25
130,1,279.11
130,1,79.63
130,1,126.94
130,1,32.72
130,1,33.71
130,1,84.44
130,1,31.69
130,1,77.51
130,1,136.93
130,1,28.2
130,1,132.92
130,1,62.91
130,1,114.18
130,2,56.975
130,1,236.86
130,1,68.35
130,1,35.65
130,1,99.16
130,1,2187.42
130,1,195.61
130,1,107.59
130,1,36.45
130,1,63.43
130,1,142.5
130,1,171.59
130,1,34.38
130,1,39.12
130,1,96.06
130,1,20.89
130,1,175.33
130,1,261.29
130,1,105.3
130,1,167.26
130,1,73.44
130,1,83.22
130,1,596.77
130,1,35.85
130,1,64.35
130,2,244.23
130,1,118.35
130,1,60.26
130,1,142.89
130,1,22.29
130,1,35.13
130,1,54.34
130,1,235.06
130,1,150.27
130,1,70.0
130,1,22.29
130,1,103.93
130,1,62.17
130,1,86.28
130,1,101.82
130,1,371.42
130,1,80.27
130,1,52.57
130,1,70.07
130,1,73.66
130,1,157.16
130,1,147.62
130,1,24.69
130,1,158.74
130,1,118.88
130,1,70.49
130,1,132.49
130,1,61.53
130,1,32.72
130,1,121.9
130,1,155.98
130,1,67.25
130,1,77.25
130,1,20.38
130,1,320.76
130,1,87.52
130,6,246.40636363636366
131,1,114.88
131,1,82.16
131,1,258.33
131,1,111.96
131,1,56.37
131,1,57.45
131,1,20.38
131,1,91.03
131,1,23.88
131,1,132.88
131,1,81.86
131,1,27.4
131,1,177.25
131,1,315.54
131,1,66.41
131,1,408.79
131,1,28.2
131,1,44.52
131,1,166.63
131,1,123.97
131,1,566.79
131,1,163.61
131,1,39.27
131,1,68.48
131,1,200.35
131,2,98.60499999999999
131,1,224.84
131,1,161.67
131,1,30.23
131,1,176.34
131,1,329.45
131,1,465.27
131,1,254.23
131,1,50.93
131,1,37.36
131,1,142.22
131,1,35.35
131,1,86.04
131,1,75.4
131,1,141.78
131,1,176.22
131,1,64.86
131,1,214.48
131,1,104.93
131,1,161.79
131,1,89.3
131,1,84.17
131,1,33.93
131,1,152.94
131,1,20.29
131,1,57.5
131,1,185.2
131,1,125.58
131,1,235.61
131,1,361.2
131,1,31.22
131,1,1342.63
131,1,137.07
131,1,61.27
131,1,117.81
131,1,60.41
131,1,60.31
131,1,49.74
131,1,204.9
131,1,99.65
131,1,208.55
131,1,55.38
131,1,199.07
131,1,65.93
131,1,88.71
131,1,211.35
131,1,52.3
131,1,400.2
131,1,180.75
131,1,37.13
131,2,104.8125
131,1,28.2
131,1,22.78
131,1,143.21
131,1,65.33
131,1,106.62
131,1,179.27
131,1,133.84
131,1,122.83
131,1,67.83
131,1,118.79
131,1,148.68
131,1,73.22
131,1,69.96
131,1,77.32
131,1,126.23
131,1,159.16
131,1,132.82
131,1,87.2
131,1,91.67
131,1,31.79
131,1,116.62
131,1,74.36
131,1,45.5
131,1,66.61
131,1,91.23
131,1,44.69
131,1,267.68
131,1,79.61
131,1,340.47
131,1,306.72
131,1,126.09
131,1,39.22
131,1,35.95
131,1,37.73
131,1,369.22
131,1,96.82
131,1,91.42
131,1,131.88
131,1,47.29
131,1,39.78
131,1,73.76
131,1,39.48
131,1,90.5
131,1,68.44
131,1,35.14
131,1,167.86
131,1,170.14
131,1,144.49
131,1,112.77
131,1,134.28
131,1,40.97
131,1,446.8999999999999
131,1,33.23
131,1,41.76
131,1,94.83
131,1,81.68
131,2,76.575
131,1,42.86
131,1,106.95
131,1,81.33
131,1,38.37
131,1,88.78
131,1,155.95
131,1,299.18
131,1,290.84
131,1,340.03
131,1,19.42
131,1,42.4
131,1,113.0
131,1,76.98
131,1,95.64
131,1,106.31
131,1,76.15
131,1,108.81
131,1,67.46
131,1,103.2
131,1,43.17
131,1,48.81
131,1,136.83
131,1,143.82
131,1,102.93
131,1,150.0
131,1,53.37
131,1,173.7
131,1,191.93
131,1,53.43
131,1,193.84
131,1,52.61
131,1,84.14
131,1,67.67
131,1,984.81
131,1,66.14
131,1,40.97
131,1,64.45
131,1,37.37
131,1,258.7
131,1,173.4
131,1,92.21
131,1,68.43
131,1,63.01
131,1,48.21
131,1,106.33
131,1,118.35
131,1,94.74
131,1,92.21
131,1,67.53
131,1,32.7
132,1,130.85
132,1,93.02
132,1,131.09
132,1,149.76
132,1,111.74
132,1,72.99
132,1,328.69
132,1,86.61
132,1,54.49
132,1,33.48
132,1,424.94
132,1,54.64
132,1,56.37
132,1,172.14
132,1,79.51
132,1,96.95
132,1,381.63
132,1,62.25
132,1,120.4
132,1,58.66
132,1,134.41
132,2,75.375
132,1,127.79
132,1,89.15
132,2,71.32499999999999
132,1,166.63
132,1,199.98
132,1,148.0
132,1,133.99
132,1,138.28
132,1,118.35
132,1,70.89
132,1,205.18
132,1,629.17
132,1,168.75
132,2,46.725
132,1,49.58
132,1,50.93
132,1,94.04
132,1,141.25
132,1,73.06
132,2,182.545
132,1,289.39
132,1,91.23
132,1,41.98
132,1,204.1
132,1,139.66
132,1,42.4
132,1,33.48
132,1,119.42
132,1,27.75
132,1,97.99
132,1,46.5
132,1,100.35
132,1,21.27
132,1,209.53
132,1,124.83
132,1,82.32
132,1,74.14
132,1,28.2
132,1,22.34
132,1,94.47
132,1,57.16
132,1,127.75
132,1,193.82
132,1,63.55
132,1,59.3
132,1,60.05
132,1,94.74
132,1,598.25
132,1,350.41
132,1,192.86
132,1,91.23
132,1,162.12
132,1,93.19
132,1,104.93
132,1,76.58
132,1,85.58
132,1,77.97
132,1,76.1
132,1,349.99
132,1,150.12
132,1,219.4
132,1,210.55
132,1,86.44
132,1,106.52
132,1,143.94
132,1,384.7
132,1,307.12
132,1,48.82
132,1,160.12
132,1,56.03
132,1,85.47
132,1,88.97
132,1,76.46
132,1,69.44
132,1,15.89
132,1,93.32
132,1,85.98
132,1,38.51
132,1,45.89
132,1,44.3
132,1,90.5
132,1,209.08
132,1,149.85
132,1,91.23
132,1,78.98
132,1,383.03
132,1,490.99
132,1,101.17
132,1,279.3
132,1,97.65
132,1,66.66
132,1,73.29
132,1,55.37
132,1,62.61
132,1,49.87
132,1,169.94
132,1,324.78
132,1,57.99
132,1,89.93
132,1,35.14
132,1,83.17
132,1,76.51
132,1,314.32
132,1,40.17
132,1,103.45
132,1,302.98
132,1,107.85
132,1,68.35
132,1,101.78
132,1,32.94
132,1,30.41
132,1,28.22
132,1,39.27
132,1,401.64
132,1,73.61
132,1,26.39
132,1,105.37
132,1,69.67
132,1,60.44
132,1,128.31
132,1,39.22
132,1,112.91
132,1,1117.99
132,1,73.29
132,1,269.9
132,1,73.19
132,1,207.52
132,1,382.74
132,1,55.6
132,1,56.09
132,1,35.13
132,1,66.67
132,1,148.72
132,1,96.74
132,1,81.95
132,1,186.42
132,1,208.74
132,1,147.14
132,1,81.41
132,1,52.84
132,1,76.22
132,1,34.24
132,1,106.31
132,1,57.99
132,1,47.44
132,1,63.39
132,1,97.65
132,1,107.85
132,1,40.97
132,1,143.48
132,1,66.47
132,1,123.51
132,1,65.01
132,1,29.41
132,1,133.93
132,1,63.65
132,1,132.82
132,1,209.42
132,1,44.58
132,1,176.99
132,2,130.19
132,2,366.78200000000004
132,1,174.61
132,1,335.73
132,1,69.48
132,1,246.82
132,1,102.35
132,1,128.4
132,1,111.99
132,1,68.93
132,1,82.86
132,1,209.52
132,1,143.1
132,1,74.62
132,1,67.13
132,1,38.23
132,1,135.95
132,1,74.51
132,1,31.79
132,1,37.47
132,1,59.18
132,1,138.78
132,1,66.44
132,1,54.21
132,1,107.85
132,1,106.31
132,1,44.83
132,1,153.99
132,1,104.92
132,1,144.95
132,1,783.48
132,1,104.85
132,1,75.42
132,1,34.64
132,1,45.78
132,1,40.27
132,1,105.82
132,1,249.4
132,1,316.4
132,1,87.81
132,1,204.12
132,1,230.13
132,1,206.99
132,1,106.31
132,1,55.37
132,1,44.28
132,1,34.64
132,1,72.56
132,1,47.9
132,1,184.83
132,1,285.98
132,1,38.23
132,1,47.44
132,1,565.08
132,1,36.26
132,2,69.94
133,1,68.66
133,1,91.23
133,1,135.13
133,1,110.88
133,1,197.58
133,1,88.62
133,1,148.13
133,1,52.75
133,1,84.8
133,1,100.19
133,1,133.0
133,1,109.39
133,1,112.35
133,1,122.75
133,2,356.11
133,1,37.35
133,1,89.58
133,1,28.48
133,1,202.66
133,1,65.35
133,1,158.98
133,2,166.435
133,1,28.48
133,1,264.9
133,1,40.28
133,2,181.87
133,1,292.63
133,1,882.87
133,1,62.91
133,1,93.19
133,1,61.64
133,1,967.67
133,1,46.2
133,1,34.71
133,1,138.07
133,1,105.6
133,1,121.9
133,1,247.84
133,1,91.23
133,3,196.782
133,1,59.09
133,1,55.37
133,3,115.2525
133,1,33.25
133,1,123.68
133,1,66.02
133,1,57.51
133,1,92.64
133,1,67.44
133,1,62.93
133,1,329.55
133,1,556.42
133,1,114.79
133,1,29.73
133,1,166.35
133,1,233.55
133,1,162.36
133,1,51.25
133,1,171.12
133,1,32.98
133,1,212.82
133,1,76.74
133,1,67.57
133,1,53.96
133,1,342.38
133,1,318.43
133,1,45.3
133,1,32.8
133,1,135.15
133,1,30.69
133,1,101.68
133,1,194.33
133,1,32.7
133,1,57.51
133,1,300.48
133,1,451.11
133,1,32.29
133,1,57.97
133,1,102.84
133,1,740.4
133,1,484.06
133,1,83.7
133,1,378.84
133,1,203.05
133,1,280.89
133,1,1377.99
133,1,104.11
133,1,53.78
133,1,135.82
133,1,68.43
133,1,310.21
133,1,118.35
133,1,143.1
133,1,97.69
133,1,310.21
133,1,140.63
133,1,376.49
133,1,153.52
133,1,265.64
133,1,155.03
133,1,119.68
133,3,44.01
133,1,73.15
133,1,235.84
133,1,93.18
133,1,239.66
133,1,203.23
133,1,353.09
133,1,72.72
133,1,132.82
133,1,300.65
133,1,37.46
133,1,119.41
133,1,38.27
133,1,169.13
133,1,62.82
133,1,72.18
133,1,50.03
133,1,191.83
133,1,48.21
133,1,170.17
133,1,81.78
133,2,107.85666666666667
133,1,80.71
133,1,38.35
133,1,199.84
133,1,67.34
133,1,252.38
133,1,39.99
133,1,74.73
133,1,69.69
133,1,25.72
133,1,57.88
133,1,207.17
133,1,94.74
133,1,80.89
133,1,56.41
133,1,159.22
133,1,96.17
133,1,72.28
133,1,90.89
133,1,50.49
133,1,199.26
133,1,106.73
133,1,139.56
133,1,69.44
133,1,313.75
133,1,99.14
133,1,61.94
133,1,21.89
133,1,226.88000000000002
133,1,41.88
133,1,118.35
133,1,116.93
133,1,138.95
133,1,158.74
133,1,400.7
133,1,90.73
133,1,107.72
133,1,48.21
133,1,1272.67
133,1,77.9
133,1,106.62
133,1,139.98
133,1,27.39
133,1,76.98
133,1,645.8
133,2,33.14
133,1,48.31
133,1,102.99
133,1,181.66
133,1,95.73
133,1,155.03
133,1,43.87
133,1,35.11
133,1,380.97
133,1,63.31
133,1,123.07
133,1,21.59
133,1,169.18
133,1,151.87
133,1,150.89
133,1,34.89
133,1,42.48
133,1,59.89
133,1,145.99
133,1,335.61
133,1,139.29
133,1,179.73
133,1,69.09
133,1,65.33
133,1,40.760000000000005
133,1,147.7
133,1,45.21
133,1,63.6
133,2,127.58333333333333
133,1,38.41
133,1,24.77
133,2,96.055
133,1,44.28
133,1,44.92
133,1,69.44
133,1,144.15
133,1,90.84
133,1,953.71
133,1,157.1
133,1,91.23
133,1,112.06
133,1,1318.06
133,1,147.14
133,1,90.67
133,1,147.59
133,1,194.7
133,1,268.9
133,1,53.48
133,1,348.48
133,1,66.41
133,1,116.07
133,1,67.67
133,1,66.41
133,1,44.34
133,1,101.39
133,1,42.77
133,1,195.56
133,1,103.93
133,1,106.31
133,1,147.16
133,1,67.57
133,1,792.17
133,1,119.89
133,1,105.6
133,1,56.6
133,1,88.26
133,1,32.72
133,1,92.24
133,1,41.36
133,1,28.69
133,1,82.19
133,1,48.28
133,1,113.59
133,1,93.1
133,1,83.04
133,1,95.59
133,1,166.43
133,1,70.46
133,1,102.75
133,1,92.15
133,1,69.44
133,1,83.12
133,1,53.73
134,1,63.65
134,1,60.42
134,1,62.25
134,1,137.01
134,1,50.35
134,1,128.57
134,1,261.27
134,1,67.67
134,1,109.72
134,1,52.85
134,1,94.74
134,1,158.82
134,1,188.22
134,1,170.87
134,1,299.18
134,1,42.44
134,1,32.72
134,1,43.27
134,1,23.28
134,1,55.6
134,1,153.1
134,1,153.1
134,1,39.15
134,1,148.2
134,1,42.77
134,1,33.71
134,1,142.98
134,1,183.82
134,1,123.07
134,1,561.64
134,1,146.83
134,1,254.46
134,1,153.1
134,1,246.44
134,1,84.54
134,1,367.45
134,1,598.15
134,1,150.54
134,1,73.77
134,1,167.58
134,1,179.97
134,1,41.78
134,1,136.63
134,1,35.23
134,1,198.19
134,1,250.42
134,1,130.1
134,1,116.84
134,1,177.62
134,1,157.34
134,1,53.37
134,1,21.69
134,1,206.18
134,1,188.28
134,1,88.49
134,1,1521.75
134,1,54.74
134,1,77.53
134,1,447.62
134,1,74.1
134,1,141.76
134,1,121.72
134,1,35.34
134,1,545.9
134,1,25.23
134,1,68.04
134,1,241.57
134,1,48.3
134,1,186.85
134,1,148.2
134,1,63.54
134,1,98.56
134,2,92.535
134,1,39.37
134,1,1326.85
134,1,30.4
134,1,40.35
134,1,239.24
134,1,131.46
134,1,54.04
134,1,66.95
134,1,2337.4
134,1,68.05
134,1,34.2
134,1,37.65
134,1,249.235
134,1,70.07
134,1,20.27
134,1,69.44
134,1,40.15
134,1,107.76
134,1,59.0
134,1,90.96
134,1,19.89
134,1,55.58
134,1,45.3
134,1,51.16
134,1,22.39
134,2,102.535
134,1,52.84
134,1,129.49
134,1,160.64
134,1,48.3
134,1,68.36
134,1,111.79
134,1,84.3
134,1,96.57
134,1,74.47
134,1,92.34
134,1,57.77
134,1,98.37
134,1,89.63
134,1,425.94
134,2,85.435
134,1,54.97
134,1,57.99
134,1,99.57
134,1,75.47
134,1,93.62
134,1,88.83
134,1,82.63
134,1,19.36
134,1,97.44
134,1,59.0
134,1,227.34
134,1,58.79
134,1,68.05
134,1,64.1
134,1,89.63
134,1,41.04
134,1,44.18
134,1,110.63
134,1,70.69
134,1,58.55
134,1,183.03
134,1,137.06
134,3,71.63333333333334
134,1,37.83
134,1,62.31
134,1,61.54
134,1,514.15
134,1,143.38
134,1,80.3
134,1,127.54
134,1,422.63
134,1,61.33
134,1,373.91
134,1,42.3
134,1,329.8
134,1,73.66
134,1,57.98
134,1,97.52
134,1,141.28
134,1,125.77
134,1,286.2
134,1,45.53
134,1,97.61
134,1,65.35
134,1,144.59
134,1,94.15
134,1,712.89
134,1,113.16
134,1,83.05
134,1,103.24
134,1,96.43
134,1,231.41
134,1,53.37
134,1,528.52
134,1,48.3
134,1,116.56
134,1,256.59
134,1,302.1
134,1,43.27
134,1,67.68
134,1,93.86
134,1,93.12
134,1,24.79
134,1,110.11
134,1,35.14
134,1,149.5
134,1,138.13
134,1,63.49
134,1,197.38
134,1,89.63
134,1,44.2
134,1,60.05
134,1,134.33
134,1,102.35
134,1,48.3
134,1,57.54
134,1,29.13
134,1,72.99
134,1,136.06
134,1,143.9
134,1,55.39
134,1,47.46
134,1,79.6
134,1,32.43
134,1,70.89
134,1,173.23
134,1,131.38
134,1,89.63
135,1,45.3
135,1,48.34
135,1,307.5
135,1,212.85
135,1,210.14
135,1,68.35
135,1,207.55
135,1,111.17
135,1,56.03
135,1,95.65
135,1,171.77
135,1,274.81
135,1,79.51
135,1,75.74
135,1,85.99
135,1,194.56
135,1,54.56
135,1,62.91
135,1,68.38
135,1,31.43
135,1,88.58
135,1,155.1
135,1,77.6
135,1,188.89
135,1,97.89
135,1,56.49
135,1,183.18
135,1,136.16
135,1,310.33
135,1,210.35999999999999
135,1,19.59
135,1,131.07
135,1,51.24
135,1,34.23
135,1,83.55
135,2,156.56
135,1,19.29
135,1,146.4
135,1,71.45
135,1,121.44
135,1,530.16
135,1,112.41
135,1,224.44
135,1,46.43
135,1,30.06
135,1,86.05
135,1,168.08
135,1,153.61
135,1,127.15
135,1,87.61
135,1,19.36
135,1,139.94
135,1,132.46
135,1,148.62
135,1,52.92
135,1,62.25
135,1,72.46
135,1,118.32
135,1,236.64
135,1,85.81
135,1,48.3
135,1,157.3
135,1,31.13
135,1,33.71
135,1,153.61
135,2,164.695
135,1,107.76
135,1,46.72
135,1,24.29
135,1,156.3
135,1,136.97
135,1,60.6
135,1,82.56
135,1,81.49
135,1,24.29
135,1,51.04
135,1,99.74
135,1,47.44
135,1,107.29
135,1,70.12
135,1,124.09
135,1,50.93
135,1,168.92
135,1,108.39
135,1,74.48
135,2,200.53500000000003
135,1,203.82
135,1,674.82
135,1,105.22
135,1,156.38
135,1,51.93
135,1,112.07
135,1,238.63
135,1,26.38
135,1,187.27
135,1,94.74
135,2,79.35
135,1,181.95
135,1,86.78
135,1,913.63
135,1,50.43
135,1,236.7
135,1,98.65
135,1,482.6
135,1,152.7
135,1,178.74
135,1,196.33
135,1,269.55
135,1,51.17
135,1,344.86
135,1,114.79
135,1,235.58
135,1,369.22
135,1,232.11
135,1,76.07
135,1,84.54
135,1,36.46
135,1,51.72
135,1,163.8
135,1,1043.32
135,1,158.08
135,1,50.12
135,1,314.66
135,1,164.35
135,1,47.61
135,1,82.79
135,1,105.85
135,1,246.32
135,1,90.63
135,1,41.26
135,1,143.21
135,1,69.04
135,1,24.38
135,1,22.7
135,1,180.34
135,1,126.9
135,1,42.17
135,1,27.3
135,1,66.64
135,1,53.57
135,2,89.68
135,1,123.75
135,1,425.94
135,2,195.46499999999997
135,1,142.32
135,1,66.44
135,1,160.81
135,1,198.96
135,1,175.86
135,1,196.36
135,1,62.07
135,1,933.14
135,1,143.21
135,1,83.45
135,2,261.3533333333333
135,1,90.63
135,1,289.89
135,1,199.2
135,1,105.85
135,1,61.4
135,1,252.99
135,1,246.61
135,1,216.58
135,1,54.64
135,2,155.23333333333332
135,1,62.98
135,1,91.03
135,1,932.47
135,1,49.02
135,1,250.99
135,1,57.07
135,1,279.3
135,1,133.63
135,1,95.56
135,1,83.45
135,1,207.57
135,1,45.78
135,1,57.99
135,1,43.28
135,1,63.0
135,1,103.59
135,1,254.46
135,1,248.35
135,1,65.04
135,1,51.72
135,1,66.44
135,1,57.5
135,1,54.44
135,1,138.5
135,1,194.33
135,1,62.48
135,1,90.5
136,1,178.0
136,1,114.78
136,1,60.25
136,1,104.72
136,1,89.11
136,1,65.42
136,1,36.61
136,1,82.4
136,1,61.92
136,1,87.28
136,1,136.97
136,1,55.12
136,1,82.28
136,1,47.29
136,1,30.12
136,2,113.515
136,1,57.39
136,1,133.9
136,1,115.51
136,1,93.89
136,1,52.13
136,1,267.51
136,1,272.95
136,1,25.78
136,1,42.11
136,1,119.51
136,1,62.17
136,1,180.91
136,2,133.84
136,1,217.59
136,1,237.6
136,1,622.99
136,1,32.18
136,1,62.11
136,1,55.53
136,1,68.05
136,1,82.25
136,1,173.68
136,1,51.25
136,1,126.86
136,1,68.43
136,1,33.34
136,1,175.05000000000004
136,1,65.35
136,1,63.82
136,1,46.58
136,1,33.34
136,1,138.92
136,1,123.49
136,1,77.21
136,1,50.49
136,1,24.39
136,1,31.11
136,1,50.29
136,1,196.92
136,1,21.29
136,1,36.04
136,1,64.38
136,1,118.9
136,1,205.51
136,1,50.24
136,1,612.99
136,1,145.93
136,1,142.82
136,1,21.38
136,1,163.45
136,1,229.07
136,1,98.63
136,1,45.69
136,1,120.95
136,1,63.55
136,1,106.78000000000002
136,1,476.13
136,1,68.02
136,1,561.78
136,1,80.45
136,1,48.58
136,1,145.12
136,1,703.06
136,1,148.57
136,1,30.22
136,1,727.1
136,1,139.93
136,1,69.69
136,1,133.58
136,1,103.93
136,1,125.93
136,1,114.49
136,1,184.95
136,1,51.41
136,1,30.69
136,1,151.05
136,1,69.48
136,1,232.11
136,1,172.04000000000002
136,1,136.86
136,1,68.15
136,1,394.31
136,1,123.75
136,1,62.82
136,1,84.64
136,1,380.85
136,1,79.24
136,1,179.22
136,1,118.49
136,1,163.58
136,3,88.5575
136,1,48.21
136,1,139.68
136,1,24.38
136,1,64.4
136,1,91.03
136,1,175.9
136,1,94.74
136,1,73.72
136,1,54.86
136,1,58.37
136,1,90.63
136,2,28.74
136,1,61.51
136,1,63.99
136,1,258.67
136,1,247.71
136,1,54.33
136,1,40.97
136,1,86.37
136,1,97.57
136,1,338.78
136,1,100.06
136,1,173.49
136,1,51.93
136,1,37.31
136,1,67.71
136,1,47.53
136,1,76.61
136,1,57.16
136,1,389.12
136,1,215.71
136,1,108.33
136,1,134.53
136,1,36.33
136,1,134.53
136,1,259.15
136,1,94.74
136,1,109.89
136,1,297.1
136,1,123.99
136,1,33.2
136,1,93.28
136,1,73.05
136,1,30.19
136,1,55.77
136,1,120.8
136,1,50.32
136,1,56.6
136,1,153.1
136,1,180.86
136,1,355.03
136,1,45.3
136,1,67.44
136,1,49.49
136,1,214.58
136,1,73.38
136,1,73.06
136,1,82.23
136,1,163.99
136,1,206.5
136,1,184.82
136,2,140.355
136,1,70.97
136,1,96.65
